@relation ecoli4
@attribute Mcg real [0.0, 0.89]
@attribute Gvh real [0.16, 1.0]
@attribute Lip real [0.48, 1.0]
@attribute Chg real [0.5, 1.0]
@attribute Aac real [0.0, 0.88]
@attribute Alm1 real [0.03, 1.0]
@attribute Alm2 real [0.0, 0.99]
@attribute Class {positive, negative}
@data
0.65,0.47,0.48,0.5,0.59,0.3,0.4,negative
0.52,0.36,0.48,0.5,0.41,0.28,0.38,negative
0.35,0.34,0.48,0.5,0.46,0.3,0.27,negative
0.27,0.42,0.48,0.5,0.37,0.38,0.43,negative
0.12,0.67,0.48,0.5,0.74,0.58,0.63,negative
0.64,0.58,0.48,0.5,0.48,0.78,0.73,negative
0.71,0.4,0.48,0.5,0.71,0.7,0.74,negative
0.75,0.55,1.0,1.0,0.4,0.47,0.3,negative
0.84,0.49,0.48,0.5,0.55,0.78,0.74,negative
0.78,0.68,0.48,0.5,0.83,0.4,0.29,positive
0.63,0.69,0.48,0.5,0.65,0.41,0.28,positive
0.67,0.88,0.48,0.5,0.73,0.5,0.25,positive
0.61,0.75,0.48,0.5,0.51,0.33,0.33,positive
0.67,0.84,0.48,0.5,0.74,0.54,0.37,positive
0.73,0.84,0.48,0.5,0.86,0.58,0.29,positive
0.75,0.76,0.48,0.5,0.83,0.57,0.3,positive
0.77,0.57,0.48,0.5,0.88,0.53,0.2,positive
0.74,0.78,0.48,0.5,0.75,0.54,0.15,positive
0.68,0.76,0.48,0.5,0.84,0.45,0.27,positive
0.56,0.68,0.48,0.5,0.77,0.36,0.45,positive
0.65,0.51,0.48,0.5,0.66,0.54,0.33,positive
0.6,0.76,1.0,0.5,0.77,0.59,0.52,positive
0.69,0.59,0.48,0.5,0.77,0.39,0.21,positive
0.71,0.71,0.48,0.5,0.68,0.43,0.36,positive
0.68,0.63,0.48,0.5,0.73,0.4,0.3,positive
0.74,0.49,0.48,0.5,0.42,0.54,0.36,negative
0.7,0.61,0.48,0.5,0.56,0.52,0.43,negative
0.73,0.78,0.48,0.5,0.58,0.51,0.31,negative
0.72,0.86,0.48,0.5,0.17,0.55,0.21,negative
0.76,0.73,0.48,0.5,0.44,0.39,0.39,negative
0.62,0.83,0.48,0.5,0.46,0.36,0.4,negative
0.67,0.81,0.48,0.5,0.54,0.49,0.23,negative
