@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,negative
F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,negative
M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,negative
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,negative
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,negative
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,negative
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,negative
M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,negative
F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,negative
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,negative
M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,negative
M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,negative
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,negative
F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,negative
M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,negative
M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,negative
M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,negative
I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,negative
F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,negative
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,negative
M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,negative
M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,negative
M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,negative
F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,negative
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,negative
F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,negative
M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,negative
F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,negative
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,negative
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,negative
F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,negative
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,negative
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,negative
I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,negative
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,negative
I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,negative
M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,negative
F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,negative
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,negative
I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,negative
M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,negative
M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,negative
F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,negative
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,negative
M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,negative
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,negative
F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,negative
M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,negative
M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,negative
M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,negative
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,negative
F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,negative
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,negative
M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,negative
F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,negative
F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,negative
F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,negative
F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,negative
M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,negative
F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,negative
F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,negative
F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,negative
F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,negative
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,negative
M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,negative
M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,negative
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,negative
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,negative
F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,negative
M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,negative
M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,negative
F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,negative
M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,negative
M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,negative
M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,negative
I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,negative
M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,negative
M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,negative
F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,negative
F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,negative
F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,negative
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,negative
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,negative
I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,negative
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,negative
F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,negative
F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,negative
F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,negative
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,negative
F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,negative
F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,negative
M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,negative
I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,negative
I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,negative
I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,negative
I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,negative
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,negative
M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,negative
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,negative
F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,negative
F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,negative
F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,negative
M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,negative
M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,negative
F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,negative
F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,negative
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,negative
M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,negative
F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,negative
I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,negative
