@relation ecoli-0-1-3-7_vs_2-6
@attribute Mcg real [0.0, 89.0]
@attribute Gvh real [1.0, 88.0]
@attribute Lip real [1.0, 48.0]
@attribute Chg real [1.0, 5.0]
@attribute Aac real [0.0, 88.0]
@attribute Alm1 real [1.0, 94.0]
@attribute Alm2 real [0.0, 99.0]
@attribute Class {positive, negative}
@data
49.0,29.0,48.0,5.0,56.0,24.0,35.0,negative
7.0,4.0,48.0,5.0,54.0,35.0,44.0,negative
56.0,4.0,48.0,5.0,49.0,37.0,46.0,negative
59.0,49.0,48.0,5.0,52.0,45.0,36.0,negative
23.0,32.0,48.0,5.0,55.0,25.0,35.0,negative
29.0,28.0,48.0,5.0,44.0,23.0,34.0,negative
2.0,44.0,48.0,5.0,46.0,51.0,57.0,negative
42.0,24.0,48.0,5.0,57.0,27.0,37.0,negative
25.0,48.0,48.0,5.0,44.0,17.0,29.0,negative
39.0,32.0,48.0,5.0,46.0,24.0,35.0,negative
51.0,5.0,48.0,5.0,46.0,32.0,35.0,negative
22.0,43.0,48.0,5.0,48.0,16.0,28.0,negative
34.0,45.0,48.0,5.0,38.0,24.0,35.0,negative
44.0,27.0,48.0,5.0,55.0,52.0,58.0,negative
23.0,4.0,48.0,5.0,39.0,28.0,38.0,negative
41.0,57.0,48.0,5.0,39.0,21.0,32.0,negative
4.0,45.0,48.0,5.0,38.0,22.0,0.0,negative
31.0,23.0,48.0,5.0,73.0,5.0,14.0,negative
51.0,54.0,48.0,5.0,41.0,34.0,43.0,negative
3.0,16.0,48.0,5.0,56.0,11.0,23.0,negative
36.0,39.0,48.0,5.0,48.0,22.0,23.0,negative
25.0,4.0,48.0,5.0,47.0,33.0,42.0,negative
21.0,51.0,48.0,5.0,5.0,32.0,41.0,negative
43.0,37.0,48.0,5.0,53.0,35.0,44.0,negative
43.0,39.0,48.0,5.0,47.0,31.0,41.0,negative
53.0,38.0,48.0,5.0,44.0,26.0,36.0,negative
34.0,33.0,48.0,5.0,38.0,35.0,44.0,negative
56.0,51.0,48.0,5.0,34.0,37.0,46.0,negative
4.0,29.0,48.0,5.0,42.0,35.0,44.0,negative
