@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,negative
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,positive
F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,negative
F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,negative
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,positive
M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,negative
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,positive
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,positive
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,positive
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,negative
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,positive
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,positive
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,positive
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,positive
I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,negative
I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,positive
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,positive
I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,negative
I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,negative
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,positive
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,positive
M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,negative
I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,negative
I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,negative
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,negative
F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,negative
I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,positive
M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,positive
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,positive
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,positive
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,positive
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,positive
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,positive
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,positive
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,positive
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,positive
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,positive
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,positive
M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,negative
I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,negative
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,positive
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,positive
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,positive
M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,positive
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,positive
M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,positive
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,positive
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,positive
M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,negative
M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,negative
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,negative
I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,negative
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,positive
