@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,negative
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,positive
F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,negative
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,negative
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,positive
F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,positive
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,positive
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,negative
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,positive
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,positive
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,positive
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,positive
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,positive
I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,negative
I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,positive
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,positive
I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,positive
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,positive
M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,positive
M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,negative
I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,negative
I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,negative
I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,negative
F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,positive
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,positive
F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,negative
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,positive
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,positive
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,positive
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,positive
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,positive
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,positive
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,positive
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,positive
I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,negative
F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,negative
M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,negative
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,positive
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,positive
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,positive
F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,negative
M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,positive
F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,positive
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,positive
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,negative
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,positive
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,positive
M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,negative
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,negative
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,positive
