@relation glass2
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@data
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,negative
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,negative
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.0,0.0,negative
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,negative
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,negative
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.0,0.0,negative
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,negative
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,negative
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,negative
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,negative
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,negative
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,negative
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,positive
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,positive
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,negative
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,negative
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,negative
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,negative
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,positive
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,negative
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,positive
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,positive
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,negative
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,positive
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,negative
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,negative
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,positive
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0.0,0.0,negative
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,negative
1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,negative
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,negative
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,positive
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,positive
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,negative
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,negative
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,positive
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0.0,0.0,negative
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,negative
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,positive
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,positive
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,positive
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,negative
