@relation glass2
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@data
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,negative
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,negative
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0.0,0.0,negative
1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,negative
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,negative
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,negative
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,negative
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,positive
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,negative
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,negative
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,negative
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,negative
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,negative
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,negative
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,negative
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,negative
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,positive
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,positive
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,positive
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,negative
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,negative
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,negative
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,negative
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,positive
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,positive
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,negative
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,negative
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,negative
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,negative
1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,negative
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,negative
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,negative
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,negative
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,negative
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,positive
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,positive
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,positive
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,positive
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,negative
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,positive
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,negative
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,negative
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,positive
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,negative
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,positive
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,negative
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,negative
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,positive
