@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,negative
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,positive
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,negative
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,positive
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,positive
F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,negative
F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,positive
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,positive
F,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,negative
M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,positive
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,positive
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,negative
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,positive
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,negative
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,negative
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,positive
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,negative
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,negative
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,positive
F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,positive
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,positive
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,positive
F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,positive
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,positive
F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,positive
M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,negative
F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,negative
F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,negative
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,negative
M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,negative
M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,negative
F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,negative
F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,negative
F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,negative
I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,negative
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,negative
F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,negative
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,negative
M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,negative
F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,negative
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,negative
M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,negative
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,negative
F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,negative
M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,negative
M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,negative
F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,negative
F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,negative
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,negative
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,negative
F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,negative
M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,negative
F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,negative
M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,positive
M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,positive
F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,negative
M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,positive
M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,negative
F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,negative
F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,negative
M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,negative
M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,negative
F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,negative
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,positive
F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,negative
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,positive
F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,negative
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,negative
F,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,negative
F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,negative
M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,negative
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,negative
F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,negative
I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,negative
F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,negative
M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,negative
