@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,positive
F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,negative
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,positive
F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,negative
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,negative
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,negative
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,positive
M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,negative
M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,negative
F,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,negative
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,positive
M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,negative
F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,positive
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,positive
M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,positive
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,positive
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,negative
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,positive
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,positive
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,negative
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,positive
F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,positive
M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,negative
F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,negative
M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,negative
F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,positive
F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,negative
M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,negative
M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,negative
M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,negative
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,negative
M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,negative
M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,negative
F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,negative
M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,negative
M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,negative
F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,negative
F,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,negative
I,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,negative
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,negative
F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,negative
F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,negative
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,negative
F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,negative
F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,negative
M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,negative
M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,negative
M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,negative
F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,negative
F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,negative
F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,negative
M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,positive
M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,positive
F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,negative
F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,negative
F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,negative
F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,negative
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,positive
F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,negative
M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,negative
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,positive
M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,positive
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,negative
I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,negative
M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,negative
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,negative
M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,positive
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,negative
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,negative
F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,negative
F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,negative
M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,negative
F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,negative
I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,negative
F,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,negative
M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,negative
F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,negative
M,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,negative
M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,negative
M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,negative
F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,negative
M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,negative
M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,negative
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,negative
I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,negative
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,positive
I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,negative
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,positive
M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,positive
M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,positive
M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,negative
M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,positive
F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,negative
M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,negative
M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,negative
M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,negative
M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,positive
I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,positive
M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,negative
M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,negative
M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,negative
F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,negative
M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,negative
