@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,positive
F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,negative
F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,negative
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,positive
M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,positive
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,negative
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,negative
M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,positive
M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,negative
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,negative
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,positive
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,positive
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,negative
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,positive
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,negative
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,negative
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,positive
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,positive
F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,negative
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,positive
F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,positive
F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,negative
F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,negative
M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,negative
M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,negative
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,negative
M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,negative
F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,negative
F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,negative
F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,negative
F,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,negative
F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,negative
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,negative
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,negative
M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,negative
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,negative
M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,negative
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,negative
M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,negative
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,negative
M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,negative
I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,negative
F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,negative
F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,negative
M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,positive
M,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,negative
M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,positive
M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,positive
M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,negative
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,positive
M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,negative
F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,negative
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,positive
