@relation ecoli-0-1-3-7_vs_2-6
@attribute Mcg real [0.0, 89.0]
@attribute Gvh real [1.0, 88.0]
@attribute Lip real [1.0, 48.0]
@attribute Chg real [1.0, 5.0]
@attribute Aac real [0.0, 88.0]
@attribute Alm1 real [1.0, 94.0]
@attribute Alm2 real [0.0, 99.0]
@attribute Class {positive, negative}
@data
7.0,4.0,48.0,5.0,54.0,35.0,44.0,negative
56.0,4.0,48.0,5.0,49.0,37.0,46.0,negative
59.0,49.0,48.0,5.0,52.0,45.0,36.0,negative
23.0,32.0,48.0,5.0,55.0,25.0,35.0,negative
67.0,39.0,48.0,5.0,36.0,38.0,46.0,negative
29.0,28.0,48.0,5.0,44.0,23.0,34.0,negative
21.0,34.0,48.0,5.0,51.0,28.0,39.0,negative
2.0,44.0,48.0,5.0,46.0,51.0,57.0,negative
42.0,4.0,48.0,5.0,56.0,18.0,3.0,negative
42.0,24.0,48.0,5.0,57.0,27.0,37.0,negative
39.0,32.0,48.0,5.0,46.0,24.0,35.0,negative
22.0,43.0,48.0,5.0,48.0,16.0,28.0,negative
25.0,4.0,48.0,5.0,46.0,44.0,52.0,negative
44.0,27.0,48.0,5.0,55.0,52.0,58.0,negative
41.0,57.0,48.0,5.0,39.0,21.0,32.0,negative
4.0,45.0,48.0,5.0,38.0,22.0,0.0,negative
31.0,23.0,48.0,5.0,73.0,5.0,14.0,negative
51.0,54.0,48.0,5.0,41.0,34.0,43.0,negative
3.0,16.0,48.0,5.0,56.0,11.0,23.0,negative
36.0,39.0,48.0,5.0,48.0,22.0,23.0,negative
29.0,37.0,48.0,5.0,48.0,44.0,52.0,negative
25.0,4.0,48.0,5.0,47.0,33.0,42.0,negative
21.0,51.0,48.0,5.0,5.0,32.0,41.0,negative
53.0,38.0,48.0,5.0,44.0,26.0,36.0,negative
56.0,51.0,48.0,5.0,34.0,37.0,46.0,negative
24.0,35.0,48.0,5.0,31.0,19.0,31.0,negative
36.0,54.0,48.0,5.0,41.0,38.0,46.0,negative
32.0,42.0,48.0,5.0,35.0,28.0,38.0,negative
38.0,46.0,48.0,5.0,48.0,22.0,29.0,negative
4.0,5.0,48.0,5.0,45.0,39.0,47.0,negative
28.0,38.0,48.0,5.0,5.0,33.0,42.0,negative
61.0,45.0,48.0,5.0,48.0,35.0,41.0,negative
17.0,38.0,48.0,5.0,45.0,42.0,5.0,negative
44.0,35.0,48.0,5.0,55.0,55.0,61.0,negative
43.0,4.0,48.0,5.0,39.0,28.0,39.0,negative
23.0,33.0,48.0,5.0,43.0,33.0,43.0,negative
29.0,3.0,48.0,5.0,45.0,3.0,17.0,negative
22.0,36.0,48.0,5.0,35.0,39.0,47.0,negative
23.0,58.0,48.0,5.0,37.0,53.0,59.0,negative
47.0,47.0,48.0,5.0,22.0,16.0,26.0,negative
54.0,47.0,48.0,5.0,28.0,33.0,42.0,negative
51.0,37.0,48.0,5.0,35.0,36.0,45.0,negative
4.0,35.0,48.0,5.0,45.0,33.0,42.0,negative
44.0,34.0,48.0,5.0,3.0,33.0,43.0,negative
42.0,38.0,48.0,5.0,54.0,34.0,43.0,negative
44.0,56.0,48.0,5.0,5.0,46.0,54.0,negative
52.0,36.0,48.0,5.0,41.0,28.0,38.0,negative
18.0,3.0,48.0,5.0,46.0,24.0,35.0,negative
47.0,29.0,48.0,5.0,51.0,33.0,43.0,negative
24.0,43.0,48.0,5.0,54.0,52.0,59.0,negative
25.0,37.0,48.0,5.0,41.0,33.0,42.0,negative
52.0,57.0,48.0,5.0,42.0,47.0,54.0,negative
25.0,37.0,48.0,5.0,43.0,26.0,36.0,negative
35.0,48.0,48.0,5.0,56.0,4.0,48.0,negative
26.0,26.0,48.0,5.0,34.0,25.0,35.0,negative
37.0,5.0,48.0,5.0,42.0,36.0,45.0,negative
44.0,42.0,48.0,5.0,42.0,25.0,2.0,negative
24.0,43.0,48.0,5.0,37.0,28.0,38.0,negative
42.0,3.0,48.0,5.0,48.0,26.0,36.0,negative
48.0,42.0,48.0,5.0,45.0,25.0,35.0,negative
41.0,48.0,48.0,5.0,51.0,44.0,51.0,negative
29.0,41.0,48.0,5.0,48.0,38.0,46.0,negative
34.0,28.0,48.0,5.0,41.0,35.0,44.0,negative
41.0,43.0,48.0,5.0,45.0,31.0,41.0,negative
29.0,47.0,48.0,5.0,41.0,23.0,34.0,negative
34.0,55.0,48.0,5.0,58.0,31.0,41.0,negative
36.0,56.0,48.0,5.0,43.0,45.0,53.0,negative
4.0,46.0,48.0,5.0,52.0,49.0,56.0,negative
5.0,49.0,48.0,5.0,49.0,46.0,53.0,negative
52.0,44.0,48.0,5.0,37.0,36.0,42.0,negative
5.0,51.0,48.0,5.0,27.0,23.0,34.0,negative
53.0,42.0,48.0,5.0,16.0,29.0,39.0,negative
4.0,42.0,48.0,5.0,37.0,27.0,27.0,negative
3.0,45.0,48.0,5.0,36.0,21.0,32.0,negative
64.0,76.0,48.0,5.0,45.0,35.0,38.0,negative
35.0,37.0,48.0,5.0,3.0,34.0,43.0,negative
65.0,55.0,48.0,5.0,34.0,37.0,28.0,negative
51.0,46.0,48.0,5.0,58.0,31.0,41.0,negative
38.0,4.0,48.0,5.0,63.0,25.0,35.0,negative
38.0,26.0,48.0,5.0,54.0,16.0,28.0,negative
33.0,47.0,48.0,5.0,53.0,18.0,29.0,negative
24.0,34.0,48.0,5.0,38.0,3.0,4.0,negative
26.0,5.0,48.0,5.0,44.0,32.0,41.0,negative
43.0,32.0,48.0,5.0,33.0,45.0,52.0,negative
49.0,43.0,48.0,5.0,49.0,3.0,4.0,negative
32.0,33.0,48.0,5.0,6.0,6.0,2.0,negative
34.0,35.0,48.0,5.0,51.0,49.0,56.0,negative
35.0,34.0,48.0,5.0,46.0,3.0,27.0,negative
38.0,44.0,48.0,5.0,43.0,2.0,31.0,negative
41.0,51.0,48.0,5.0,58.0,2.0,31.0,negative
25.0,51.0,48.0,5.0,37.0,42.0,5.0,negative
29.0,28.0,48.0,5.0,5.0,42.0,5.0,negative
24.0,41.0,48.0,5.0,49.0,23.0,34.0,negative
17.0,39.0,48.0,5.0,53.0,3.0,39.0,negative
4.0,31.0,48.0,5.0,41.0,29.0,39.0,negative
61.0,36.0,48.0,5.0,49.0,35.0,44.0,negative
34.0,51.0,48.0,5.0,44.0,37.0,46.0,negative
4.0,46.0,48.0,5.0,42.0,35.0,44.0,negative
23.0,34.0,48.0,5.0,43.0,26.0,37.0,negative
37.0,44.0,48.0,5.0,42.0,39.0,47.0,negative
0.0,38.0,48.0,5.0,42.0,48.0,55.0,negative
39.0,31.0,48.0,5.0,38.0,34.0,43.0,negative
27.0,3.0,48.0,5.0,71.0,28.0,39.0,negative
17.0,52.0,48.0,5.0,49.0,37.0,46.0,negative
36.0,42.0,48.0,5.0,53.0,32.0,41.0,negative
3.0,37.0,48.0,5.0,43.0,18.0,3.0,negative
4.0,41.0,48.0,5.0,55.0,22.0,33.0,negative
22.0,34.0,48.0,5.0,42.0,29.0,39.0,negative
44.0,35.0,48.0,5.0,44.0,52.0,59.0,negative
27.0,42.0,48.0,5.0,37.0,38.0,43.0,negative
16.0,43.0,48.0,5.0,54.0,27.0,37.0,negative
44.0,52.0,48.0,5.0,43.0,47.0,54.0,negative
63.0,47.0,48.0,5.0,51.0,82.0,84.0,negative
23.0,48.0,48.0,5.0,59.0,88.0,89.0,negative
34.0,49.0,48.0,5.0,58.0,85.0,8.0,negative
43.0,4.0,48.0,5.0,58.0,75.0,78.0,negative
46.0,61.0,48.0,5.0,48.0,86.0,87.0,negative
52.0,39.0,48.0,5.0,65.0,71.0,73.0,negative
12.0,67.0,48.0,5.0,74.0,58.0,63.0,negative
73.0,36.0,48.0,5.0,53.0,91.0,92.0,negative
84.0,44.0,48.0,5.0,48.0,71.0,74.0,negative
48.0,45.0,48.0,5.0,6.0,78.0,8.0,negative
54.0,49.0,48.0,5.0,4.0,87.0,88.0,negative
48.0,41.0,48.0,5.0,51.0,9.0,88.0,negative
5.0,66.0,48.0,5.0,31.0,92.0,92.0,negative
72.0,46.0,48.0,5.0,51.0,66.0,7.0,negative
47.0,55.0,48.0,5.0,58.0,71.0,75.0,negative
33.0,56.0,48.0,5.0,33.0,78.0,8.0,negative
54.0,57.0,48.0,5.0,56.0,81.0,83.0,negative
47.0,59.0,48.0,5.0,52.0,76.0,79.0,negative
63.0,5.0,48.0,5.0,59.0,85.0,86.0,negative
49.0,42.0,48.0,5.0,53.0,79.0,81.0,negative
31.0,5.0,48.0,5.0,57.0,84.0,85.0,negative
74.0,44.0,48.0,5.0,55.0,88.0,89.0,negative
33.0,45.0,48.0,5.0,45.0,88.0,89.0,negative
45.0,4.0,48.0,5.0,61.0,74.0,77.0,negative
71.0,4.0,48.0,5.0,71.0,7.0,74.0,negative
5.0,37.0,48.0,5.0,66.0,64.0,69.0,negative
66.0,53.0,48.0,5.0,59.0,66.0,66.0,negative
6.0,61.0,48.0,5.0,54.0,67.0,71.0,negative
83.0,37.0,48.0,5.0,61.0,71.0,74.0,negative
34.0,51.0,48.0,5.0,67.0,9.0,9.0,negative
63.0,54.0,48.0,5.0,65.0,79.0,81.0,negative
7.0,4.0,48.0,5.0,56.0,86.0,83.0,negative
6.0,5.0,1.0,5.0,54.0,77.0,8.0,negative
16.0,51.0,48.0,5.0,33.0,39.0,48.0,negative
2.0,46.0,48.0,5.0,57.0,78.0,81.0,negative
89.0,55.0,48.0,5.0,51.0,72.0,76.0,negative
7.0,46.0,48.0,5.0,56.0,78.0,73.0,negative
12.0,43.0,48.0,5.0,63.0,7.0,74.0,negative
33.0,37.0,48.0,5.0,46.0,65.0,69.0,negative
63.0,65.0,48.0,5.0,66.0,67.0,71.0,negative
41.0,51.0,48.0,5.0,53.0,75.0,78.0,negative
34.0,67.0,48.0,5.0,52.0,76.0,79.0,negative
58.0,34.0,48.0,5.0,56.0,87.0,81.0,negative
59.0,56.0,48.0,5.0,55.0,8.0,82.0,negative
51.0,4.0,48.0,5.0,57.0,62.0,67.0,negative
5.0,57.0,48.0,5.0,71.0,61.0,66.0,negative
6.0,46.0,48.0,5.0,45.0,81.0,83.0,negative
37.0,47.0,48.0,5.0,39.0,76.0,79.0,negative
36.0,47.0,48.0,5.0,51.0,69.0,72.0,negative
39.0,41.0,48.0,5.0,52.0,72.0,75.0,negative
31.0,44.0,48.0,5.0,5.0,79.0,82.0,negative
61.0,66.0,48.0,5.0,46.0,87.0,88.0,negative
48.0,49.0,48.0,5.0,52.0,77.0,71.0,negative
11.0,5.0,48.0,5.0,58.0,72.0,68.0,negative
31.0,36.0,48.0,5.0,58.0,94.0,94.0,negative
68.0,51.0,48.0,5.0,71.0,75.0,78.0,negative
52.0,54.0,48.0,5.0,62.0,76.0,79.0,negative
46.0,59.0,48.0,5.0,36.0,76.0,23.0,negative
36.0,45.0,48.0,5.0,38.0,79.0,17.0,negative
1.0,49.0,48.0,5.0,41.0,67.0,21.0,negative
3.0,51.0,48.0,5.0,42.0,61.0,34.0,negative
61.0,47.0,48.0,5.0,0.0,8.0,32.0,negative
63.0,75.0,48.0,5.0,64.0,73.0,66.0,negative
71.0,52.0,48.0,5.0,64.0,1.0,99.0,negative
75.0,55.0,1.0,1.0,4.0,47.0,3.0,negative
7.0,39.0,1.0,5.0,51.0,82.0,84.0,negative
74.0,49.0,48.0,5.0,42.0,54.0,36.0,negative
7.0,61.0,48.0,5.0,56.0,52.0,43.0,negative
73.0,78.0,48.0,5.0,58.0,51.0,31.0,negative
65.0,57.0,48.0,5.0,47.0,47.0,51.0,negative
72.0,86.0,48.0,5.0,17.0,55.0,21.0,negative
67.0,7.0,48.0,5.0,46.0,45.0,33.0,negative
67.0,61.0,48.0,5.0,51.0,37.0,38.0,negative
63.0,1.0,48.0,5.0,35.0,51.0,49.0,negative
71.0,71.0,48.0,5.0,4.0,54.0,39.0,negative
66.0,74.0,48.0,5.0,31.0,38.0,43.0,negative
67.0,81.0,48.0,5.0,25.0,42.0,25.0,negative
64.0,72.0,48.0,5.0,49.0,42.0,19.0,negative
68.0,82.0,48.0,5.0,38.0,65.0,56.0,negative
32.0,39.0,48.0,5.0,53.0,28.0,38.0,negative
74.0,82.0,48.0,5.0,49.0,49.0,41.0,negative
63.0,71.0,48.0,5.0,6.0,4.0,39.0,negative
71.0,86.0,48.0,5.0,4.0,54.0,32.0,negative
68.0,78.0,48.0,5.0,43.0,44.0,42.0,negative
75.0,84.0,48.0,5.0,35.0,52.0,33.0,negative
63.0,65.0,48.0,5.0,39.0,44.0,35.0,negative
69.0,67.0,48.0,5.0,3.0,39.0,24.0,negative
7.0,71.0,48.0,5.0,42.0,84.0,85.0,negative
69.0,8.0,48.0,5.0,46.0,57.0,26.0,negative
64.0,66.0,48.0,5.0,41.0,39.0,2.0,negative
63.0,8.0,48.0,5.0,46.0,31.0,29.0,negative
66.0,71.0,48.0,5.0,41.0,5.0,35.0,negative
69.0,59.0,48.0,5.0,46.0,44.0,52.0,negative
68.0,67.0,48.0,5.0,49.0,4.0,34.0,negative
62.0,78.0,48.0,5.0,47.0,49.0,54.0,negative
76.0,73.0,48.0,5.0,44.0,39.0,39.0,negative
64.0,81.0,48.0,5.0,37.0,39.0,44.0,negative
29.0,39.0,48.0,5.0,52.0,4.0,48.0,negative
62.0,83.0,48.0,5.0,46.0,36.0,4.0,negative
56.0,54.0,48.0,5.0,43.0,37.0,3.0,negative
69.0,66.0,48.0,5.0,41.0,5.0,25.0,negative
69.0,65.0,48.0,5.0,63.0,48.0,41.0,negative
74.0,56.0,48.0,5.0,47.0,68.0,3.0,negative
71.0,57.0,48.0,5.0,48.0,35.0,32.0,negative
61.0,6.0,48.0,5.0,44.0,39.0,38.0,negative
59.0,61.0,48.0,5.0,42.0,42.0,37.0,negative
74.0,74.0,48.0,5.0,31.0,53.0,52.0,negative
85.0,53.0,48.0,5.0,53.0,52.0,35.0,positive
63.0,49.0,48.0,5.0,54.0,76.0,79.0,positive
77.0,57.0,1.0,5.0,37.0,54.0,1.0,positive
66.0,49.0,1.0,5.0,54.0,56.0,36.0,positive
67.0,55.0,1.0,5.0,66.0,58.0,16.0,positive
68.0,49.0,1.0,5.0,62.0,55.0,28.0,positive
66.34676388313419,51.08058329880511,1.0,5.0,58.16116659761021,56.69352776626837,29.06472233731631,positive
75.61360703822508,57.95981051199802,6.012343784878548,5.0,37.426582449776895,52.40031581333663,1.1066456124442245,positive
66.08086582235254,49.0,1.0,5.0,54.32346328941013,55.95956708882373,35.67653671058987,positive
63.0,53.20011996720207,48.0,5.0,63.240263927844566,78.52007198032125,80.68004798688082,positive
74.03061572531519,75.85288390559336,48.0,5.0,57.570576781118675,51.08588464377627,31.343538575105065,positive
64.783549521555,49.0,9.16759606955929,5.0,53.652442720444284,54.08843496244357,36.0,positive
68.04857479921287,55.20971495984257,1.0,5.0,62.95913308228266,57.58057008031485,14.427137801180688,positive
67.04732674667653,55.00946534933531,1.0,5.0,65.86275243463805,57.981069301329384,15.929009879985198,positive
67.78784566344163,50.27292601935022,1.0,5.0,62.84861734623348,55.63646300967511,25.454147961299554,positive
65.7610150581844,50.10440602327376,48.0,5.0,63.38745119782696,75.44779698836312,78.44779698836312,positive
76.3327785575318,49.848283111829744,48.0,5.0,44.332778557531796,53.57585844408513,35.787929222042564,positive
66.12646291378262,49.75877748269566,1.0,5.0,55.517554965391334,56.25292582756522,33.47074172434778,positive
67.37185629618799,52.768862222872045,1.0,5.0,64.51257481524803,56.88443111143602,20.46227555425591,positive
70.42967354757121,55.68593470951424,1.0,5.0,56.053946712043484,56.628130580971515,10.855489678643181,positive
64.47352892548328,49.0,19.41601561136513,5.0,58.081698806092525,51.081698806092525,31.13464095512598,positive
63.61053124216563,49.24421249686625,48.0,5.0,56.075806223363124,75.87789375156687,78.87789375156687,positive
84.6338453698378,53.10461560861777,48.0,5.0,52.86923048922778,51.555383663374464,34.92153829353667,positive
65.69711875033305,49.0,3.0336312477638145,5.0,53.91346250009516,55.52404375052336,36.0,positive
70.94345497535122,47.9017810443678,38.06847676830148,5.0,54.16963507394634,64.30952796056195,8.901781044367802,positive
76.87540664610869,56.97508132922174,1.0,5.0,37.36132072628483,54.049837341556525,1.1868900308369803,positive
