@relation glass2
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@data
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,negative
1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,negative
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0.0,0.0,negative
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,negative
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,negative
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,negative
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,negative
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0.0,0.07,negative
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,negative
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0.0,0.0,negative
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,negative
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0.0,0.0,negative
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,negative
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,negative
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,negative
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.0,0.0,negative
1.51753,12.57,3.47,1.38,73.39,0.6,8.55,0.0,0.06,negative
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,negative
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,negative
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0.0,0.0,negative
1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,negative
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,negative
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,negative
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,negative
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0.0,0.14,negative
1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,negative
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,negative
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,negative
1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,negative
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,negative
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,negative
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,negative
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,negative
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,negative
1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,negative
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,negative
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,negative
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,negative
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,negative
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0.0,0.0,negative
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.0,0.0,negative
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,negative
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,negative
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,negative
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,negative
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,negative
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,negative
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,negative
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,negative
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,negative
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,negative
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,negative
1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,negative
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,negative
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,negative
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,negative
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,negative
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,negative
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,negative
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,negative
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0.0,0.24,negative
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,negative
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,negative
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,negative
1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,negative
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,negative
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,negative
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,negative
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,negative
1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0.0,0.0,negative
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,negative
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,negative
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,negative
1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,negative
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,positive
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,positive
1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,negative
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,negative
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,negative
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,negative
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,negative
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,negative
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,negative
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,negative
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,negative
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,negative
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,negative
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,negative
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,positive
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,negative
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,positive
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,positive
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,negative
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,negative
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,negative
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,negative
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,negative
1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,negative
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,negative
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,negative
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,negative
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,positive
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,negative
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,negative
1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,negative
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,negative
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,negative
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,negative
1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,negative
