@relation glass2
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute Class {positive, negative}
@data
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,positive
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,positive
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,positive
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,positive
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,positive
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,positive
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,positive
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,positive
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,positive
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,positive
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,positive
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,positive
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,positive
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,positive
