@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,positive
M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,negative
F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,negative
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,negative
F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,positive
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,positive
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,positive
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,positive
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,positive
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,positive
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,positive
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,negative
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,positive
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,positive
I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,positive
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,positive
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,positive
M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,positive
M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,negative
F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,negative
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,negative
M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,negative
F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,negative
F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,negative
F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,negative
M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,negative
M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,negative
M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,negative
M,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,negative
F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,negative
F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,negative
M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,negative
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,negative
M,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,negative
F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,negative
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,negative
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,negative
I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,negative
I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,negative
I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,negative
M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,negative
F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,negative
M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,negative
F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,negative
I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,positive
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,positive
F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,negative
F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,negative
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,positive
M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,negative
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,positive
F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,negative
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,positive
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,positive
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,positive
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,positive
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,positive
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,negative
M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,negative
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,negative
M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,negative
M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,negative
M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,negative
F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,negative
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,positive
F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,positive
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,positive
