@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,negative
M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,negative
M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,positive
M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,negative
M,0.425,0.35,0.105,0.393,0.13,0.063,0.165,negative
F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,positive
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,positive
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,positive
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,positive
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,positive
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,positive
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,negative
I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,positive
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,positive
I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,positive
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,positive
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,positive
M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,positive
M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,negative
M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,negative
M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,negative
M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,negative
I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,negative
I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,negative
F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,negative
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,negative
M,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,negative
I,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,negative
