@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@data
M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,negative
M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,negative
F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,negative
F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,negative
M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,positive
F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,negative
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,positive
F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,positive
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,positive
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,positive
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,positive
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,positive
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,positive
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,positive
I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,positive
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,positive
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,positive
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,positive
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,negative
M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,negative
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,negative
I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,negative
F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,negative
F,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,negative
M,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,negative
F,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,negative
F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,negative
F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,negative
I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,negative
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,negative
M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,negative
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,negative
I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,negative
F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,negative
I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,negative
M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,negative
F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,negative
F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,negative
M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,negative
F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,negative
M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,negative
I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,negative
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,positive
F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,negative
M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,positive
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,positive
F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,positive
F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,negative
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,positive
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,positive
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,positive
M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,positive
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,positive
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,positive
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,positive
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,positive
F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,negative
F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,negative
M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,negative
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,negative
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,negative
F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,negative
F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,negative
M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,negative
M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,negative
F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,negative
M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,negative
M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,negative
M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,negative
F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,positive
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,positive
M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,positive
M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,positive
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,positive
M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,positive
M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,positive
M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,positive
M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,negative
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,negative
F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,negative
M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,negative
M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,negative
M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,negative
F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,negative
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,negative
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,negative
F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,negative
F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,negative
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,positive
